years,"[('Frontier', 0.046750640333140414), ('GensoKishi Metaverse', 0.04658151494615311), ('Phala Network', 0.045293665180592864), ('Ultra', 0.04207675171062622), ('Gods Unchained', 0.04160629113450375), ('SKALE', 0.04099537078307197), ('Ravencoin', 0.039866196817080445), ('Choise.com', 0.035990712158830415), ('Radix', 0.03574981379610392), ('Stacks', 0.03518648545248062), ('Tether', 0.03304022315071236), ('Persistence', 0.032992961532911), ('Voxies', 0.03192419164518749), ('Lisk', 0.03166252320304872), ('Status', 0.029551042453393805), ('Wanchain', 0.02856659648160973), ('Bloktopia', 0.02838780610682705), ('Balancer', 0.028165574456900884), ('e-Radix', 0.027280000876499098), ('Kunci Coin', 0.0272270869771206), ('Biswap', 0.02714453780970701), ('UMA', 0.027091903540283613), ('Neo', 0.026699825751503814), ('Unibright', 0.026675702261206313), ('Litecoin', 0.02641306794767725), ('Zcash', 0.026239762623093757), ('Bitcoin', 0.02563617374186595), ('Storj', 0.024664102508613655), ('Verge', 0.024255264113439666), ('Zilliqa', 0.024125301793346664), ('USD Coin', 0.02342491797421972), ('MonaCoin', 0.022602450834924466), ('Tribe', 0.022287474378835204), ('Energy Web Token', 0.021848623235973204), ('Ocean Protocol', 0.02084093743079631), ('Rocket Pool', 0.020565229807147062), ('Manchester City Fan Token', 0.020363858611902316), ('BORA', 0.01994007439618109)]"
worth,"[('TRON', 0.03866065979148871), ('Wrapped Bitcoin', 0.03796394279769341), ('IOTA', 0.035700391158846004), ('Shiba Inu', 0.03137239993893385), ('UNUS SED LEO', 0.029996516808731357), ('Ethereum', 0.0281743821583185), ('BNB', 0.026437339092398156), ('Bitcoin', 0.025428833269312334), ('FC Porto Fan Token', 0.023967790178344783), ('TerraClassicUSD', 0.023072611873741867)]"
upgrade,"[('Litecoin', 0.12743487454924687), ('Ethereum', 0.07474965377873585), ('Sun (New)', 0.06171570885974243), ('Cosmos', 0.05860736758342394), ('Cardano', 0.05773807616712597), ('Polkadot', 0.04119190020580267), ('Polymath', 0.03666735587798188), ('Polygon', 0.03456606874322849), ('Zcash', 0.03452692636876113), ('Fetch.ai', 0.02966921286790282), ('Bitcoin', 0.025299531932021696)]"
cryptocurrencies,"[('Compound', 0.06291082727328547), ('Litecoin', 0.060259587329274666), ('Anyswap', 0.05615364687183007), ('Tether', 0.05384213105295101), ('Nano', 0.052419676477884584), ('SafePal', 0.043375524105390785), ('Dai', 0.03957302899174239), ('SXP', 0.039035088532665616), ('Zcash', 0.038484130641485426), ('ABBC Coin', 0.03738678477539269), ('Serum', 0.03618949181634614), ('Ampleforth', 0.03496186839464191), ('BitShares', 0.0348314888433019), ('UNUS SED LEO', 0.03326447252170999), ('Aave', 0.03135932047170335), ('OMG Network', 0.030564683320433623), ('Strike', 0.030410169789059045), ('BarnBridge', 0.02956020886609281), ('Orion Protocol', 0.029556251039816683), ('Maker', 0.028842346681010326), ('Cream Finance', 0.027722920485433147), ('Steem', 0.02702076297160881), ('Hive', 0.02694830123818306), ('Gemini Dollar', 0.026782879389208075), ('Biswap', 0.026540736522062826), ('IOTA', 0.026393168431077276), ('eCash', 0.025260399466080666), ('Loopring', 0.025115861201468512), ('Bitcoin', 0.02506592440389147), ('Siacoin', 0.024197226548427268), ('Verge', 0.023715731637089767), ('Reserve Rights', 0.0234121508400433), ('Venus', 0.023109379077265763), ('Civic', 0.023039376459534692), ('Holo', 0.02263438577580889), ('Nexo', 0.022498685430619097), ('Stratis', 0.022021003016841692), ('OKB', 0.021341268131177305), ('Dash', 0.020463753767576136), ('Trust Wallet Token', 0.019230305273911685), ('Baby Doge Coin', 0.0166928955039378)]"
number,"[('Casper', 0.04686691899759044), ('TomoChain', 0.04484314503631785), ('Locus Chain', 0.043626559265537275), ('ARPA', 0.04311052094235906), ('Tether', 0.042950272009908225), ('Neo', 0.03904666049287733), ('Chia', 0.03733484750062459), ('Synapse', 0.0371673215445381), ('Serum', 0.03608578651641294), ('Illuvium', 0.03533368033783015), ('USD Coin', 0.034257332902681605), ('Lido DAO', 0.034122770489874873), ('PIVX', 0.034118279716903364), ('Lido Staked ETH', 0.03301618109471635), ('TrueUSD', 0.03148142199617999), ('Nano', 0.03136167699021359), ('Golem', 0.030222470502743088), ('Celo', 0.029464308424324438), ('Covalent', 0.029451328203817212), ('BNB', 0.029233529037462687), ('MultiversX (Elrond)', 0.02857822229511684), ('IoTeX', 0.028101512542932767), ('Wrapped Bitcoin', 0.027986175670557875), ('THORChain', 0.026555196104271334), ('Zcash', 0.025582566520430745), ('Loopring', 0.025043888709226924), ('Bitcoin', 0.02499409501149214), ('Dogecoin', 0.023850670861409084), ('Zilliqa', 0.023521064074358985), ('Ampleforth', 0.023241120663910854), ('Smooth Love Potion', 0.022613160377979117), ('Metahero', 0.02168072338806033), ('PAX Gold', 0.020998373556052146), ('renBTC', 0.020610435017196956)]"
idea,"[('Numeraire', 0.03573401845504269), ('Frax', 0.03090300156109821), ('Frax Share', 0.03083823751398303), ('Metahero', 0.02883802647786577), ('Bitcoin', 0.0249339134411207)]"
ethereum,"[('Ethereum', 0.41610507331812624), ('EthereumPoW', 0.2997581191555945), ('Ethereum Classic', 0.2510876292115112), ('Ethereum Name Service', 0.20317125781712753), ('Optimism', 0.15260015136178628), ('Wrapped Bitcoin', 0.12815686138472368), ('Polygon', 0.10995266650843821), ('ImmutableX', 0.10289371858612069), ('Loom Network', 0.09446063312340267), ('Moonbeam', 0.09428451144608098), ('OMG Network', 0.0872271967350413), ('Radicle', 0.07716985023192262), ('ssv.network', 0.07629658404707318), ('renBTC', 0.07078589518636556), ('Mdex', 0.06974300759582588), ('Gnosis', 0.06853048294505315), ('0x', 0.06569229306832611), ('Enjin Coin', 0.06432970345133548), ('Dogelon Mars', 0.06352725161049777), ('Beta Finance', 0.0602971505611575), ('Chromia', 0.05940702422037343), ('Cream Finance', 0.059337911681456856), ('LeverFi', 0.05791816911834299), ('Decentraland', 0.056661243385060706), ('NvirWorld', 0.05630223009640308), ('Boba Network', 0.055565157722574615), ('Reef', 0.05544323161721182), ('Linear Finance', 0.05492866477080411), ('The Graph', 0.05488557699469256), ('Guild of Guardians', 0.05323886127851022), ('Automata Network', 0.05219029733401502), ('Avalanche', 0.05182096330721913), ('TrustSwap', 0.05174381704973857), ('Uniswap', 0.05058286498870345), ('RAMP', 0.05008690842815146), ('Status', 0.049475089742196096), ('Maker', 0.04938713786501736), ('Civic', 0.04931329245308211), ('IDEX', 0.04819041857202047), ('Perpetual Protocol', 0.04791097041651972), ('Qtum', 0.04764030636162499), ('Kyber Network Crystal v2', 0.0474494053440488), ('Rakon', 0.04628010215388494), ('Pax Dollar', 0.044794007104284606), ('VeThor Token', 0.04464313832719507), ('Axie Infinity', 0.044018137689671416), ('UFO Gaming', 0.04315002009247554), ('Fantom', 0.04265610755782298), ('Adventure Gold', 0.042463552443042354), ('Bella Protocol', 0.042151392857671825), ('Coin98', 0.04200775448402991), ('Rarible', 0.04161446561712773), ('DIA', 0.041599532889009236), ('Student Coin', 0.040196797048140505), ('Reserve Rights', 0.04008894054432389), ('NXM', 0.039405236834924195), ('Streamr', 0.039215187200666), ('Tellor', 0.03909028404592222), ('NEAR Protocol', 0.039067011459311976), ('Spell Token', 0.038785776054548145), ('TomoChain', 0.038503095176293474), ('Synapse', 0.03829500141575512), ('HEX', 0.03797310867534982), ('BarnBridge', 0.03796225719948843), ('FUNToken', 0.03760962581822721), ('Tribe', 0.03731424354179189), ('Orchid', 0.03707937112792522), ('LooksRare', 0.03645247956776072), ('PAX Gold', 0.03605912898933582), ('Wanchain', 0.03587017937148346), ('Injective', 0.03535462607804693), ('Gemini Dollar', 0.03439551325641172), ('Presearch', 0.034301831320873194), ('e-Radix', 0.03425464161697389), ('Cronos', 0.034073046115589756), ('Synthetix', 0.034068844167159176), ('Dai', 0.03388071470339614), ('cVault.finance', 0.03386397585109961), ('Telcoin', 0.03381452046878386), ('iExec RLC', 0.03322412560768793), ('Kava', 0.032602999144716246), ('Keep3rV1', 0.03230275950862566), ('Loopring', 0.03225467002063255), ('Marlin', 0.03149208372436295), ('Elitium', 0.03135192935171314), ('MyNeighborAlice', 0.03133106743355175), ('HUSD', 0.03057079249414276), ('Origin Protocol', 0.029587902433828542), ('Cardano', 0.029385837218814062), ('Algorand', 0.029212241101496308), ('Smooth Love Potion', 0.029124072326939913), ('Nexo', 0.02889360108504667), ('1inch Network', 0.02872239920435796), ('UNUS SED LEO', 0.02847960168786144), ('Klaytn', 0.028347562489244492), ('Dent', 0.028186890780469088), ('Orbs', 0.02787435942447748), ('Tether', 0.02765838139317391), ('TRON', 0.024470400988491417), ('Basic Attention Token', 0.023859511134009102), ('JasmyCoin', 0.0218088347830922)]"
eth,"[('Lido Staked ETH', 0.26538597226981525), ('Ethereum', 0.2003360091102875), ('Rocket Pool', 0.19339718500087932), ('Ankr Reward Bearing Staked ETH', 0.1025718637568054), ('Aleph.im', 0.08166600727138257), ('EthereumPoW', 0.07015562694533659), ('Rakon', 0.05776763551174554), ('Ethereum Classic', 0.049486102771051886), ('Perpetual Protocol', 0.04784265111313203), ('Tribe', 0.046576293482485175), ('Kleros', 0.045109287668855906), ('Wrapped Bitcoin', 0.039991910736202584), ('Beta Finance', 0.037631980634266954), ('Keep Network', 0.035125148608771056), ('VITE', 0.03288935089604194), ('NXM', 0.03279087199886866), ('RAMP', 0.03125967894762679), ('LooksRare', 0.030333749713399395), ('Wanchain', 0.029849191498940927), ('API3', 0.02956597325178658), ('WAX', 0.029348593059942526), ('Klever', 0.029028056609718817), ('0x', 0.027332757601985776), ('Nexo', 0.02404366654957983), ('Qtum', 0.023786186507673685), ('Linear Finance', 0.02285430770424741), ('Dai', 0.021145251271867924), ('Shiba Inu', 0.01982895545845968)]"
merge,"[('EthereumPoW', 0.18516367041830195), ('Ethereum', 0.1057504647281354), ('Threshold', 0.0553164070698867)]"
ethereums,"[('Ethereum', 0.08409336050107782), ('e-Radix', 0.0358956975004666), ('Synapse', 0.030097215772330477)]"
fee,"[('Biswap', 0.11061933180270744), ('UNUS SED LEO', 0.07922470899591802), ('Ethereum', 0.07441221398688691), ('Tokenlon Network Token', 0.07192196921711082), ('WazirX', 0.061837377843630595), ('0x', 0.04568579345538159), ('Chromia', 0.04131469479240068), ('Polygon', 0.04078225579570528), ('BakeryToken', 0.0398122510708043), ('Biconomy', 0.037129843200029086), ('Curve DAO Token', 0.03605359447332122), ('LooksRare', 0.03380123450680592), ('VeChain', 0.03237406788426617), ('Bella Protocol', 0.029314242782624646), ('CLV', 0.0281430400891251), ('Spell Token', 0.02697362005603563), ('NvirWorld', 0.02610364103225219), ('RichQUACK.com', 0.025972371607089515), ('Nano', 0.024969183635244308), ('Toncoin', 0.02472044648620842), ('Bitgert', 0.024050608872029693), ('Efinity Token', 0.020984596344125066), ('Baby Doge Coin', 0.019878412136786785)]"
transition,"[('Ethereum', 0.07261142965102013), ('Cardano', 0.025639529397409256)]"
smart,"[('RSK Smart Bitcoin', 0.2340643839245756), ('Internet Computer', 0.10239951711384494), ('Venus', 0.09187994933495683), ('Cardano', 0.09097582655485058), ('Vai', 0.08834123188616567), ('Syscoin', 0.08729232541678683), ('Coin98', 0.08670140783445261), ('Shentu', 0.08598159020219574), ('NXM', 0.08132997232539065), ('smARTOFGIVING', 0.08015472203805768), ('Qtum', 0.07866131731059894), ('Rakon', 0.07163945194314467), ('Fusion', 0.06922799058538544), ('Trust Wallet Token', 0.06796199618461717), ('Ethereum', 0.06747833264451299), ('TrustSwap', 0.06674752435657787), ('Streamr', 0.06475017730513412), ('Oasis Network', 0.06342034123710143), ('Fantom', 0.0616276979428872), ('Elastos', 0.06148163901650705), ('API3', 0.06110948056987743), ('IDEX', 0.05967722653560276), ('Fetch.ai', 0.058435900169160955), ('Tranchess', 0.05495063812111275), ('Frontier', 0.053848892570617646), ('Veritaseum', 0.05365803487419504), ('Pitbull', 0.053360058924027565), ('TomoChain', 0.052978671815425205), ('HEX', 0.05224943223685265), ('Celer Network', 0.051733882896210295), ('Injective', 0.051078833526197125), ('Uquid Coin', 0.05086497916944699), ('Stacks', 0.05066115837040964), ('PancakeSwap', 0.049984750982358835), ('Cream Finance', 0.04898791229314173), ('Aergo', 0.0488561014257765), ('Locus Chain', 0.04832003511684781), ('Toko Token', 0.047793243391359125), ('Unibright', 0.04608889894577157), ('Keep3rV1', 0.04444726552253324), ('BakeryToken', 0.04430757018783138), ('Moonbeam', 0.043243867073619144), ('BNB', 0.043171412810924736), ('Siacoin', 0.04275781884215562), ('Zilliqa', 0.041682448900579164), ('Splintershards', 0.041644409311918644), ('Voyager Token', 0.0413341933644484), ('Chainlink', 0.04086451321805924), ('LATOKEN', 0.04033087333134083), ('VeChain', 0.04003279968873836), ('Synapse', 0.03951925753411287), ('Badger DAO', 0.03916184359774334), ('RichQUACK.com', 0.038539985288413195), ('Constellation', 0.037352429133953244), ('Bitgert', 0.035688312416275125), ('CEEK VR', 0.03415112832901673), ('StreamCoin', 0.03394752380177331), ('0x', 0.03389620775291993), ('Kava', 0.03364528716414715), ('DODO', 0.03360842258387841), ('Bitcicoin', 0.033230136767453684), ('Enjin Coin', 0.033193132573439636), ('Bella Protocol', 0.032624200708579305), ('Loom Network', 0.03249348434722245), ('DIA', 0.03219707388879732), ('SwissBorg', 0.03190924107491109), ('FC Barcelona Fan Token', 0.030233027496418034), ('Nexo', 0.029817303046190957), ('Baby Doge Coin', 0.029497256657903956), ('DeFiChain', 0.029400194653747082), ('Stratis', 0.029184234890482053), ('Rocket Pool', 0.026648655462669014), ('VIDT DAO', 0.026276324339952212), ('XDC Network', 0.024636101173857797), ('JasmyCoin', 0.022506043254965222)]"
domain,"[('Ethereum Name Service', 0.11651392255178093), ('Ethereum', 0.06136108497993852)]"
ens,"[('Ethereum Name Service', 0.44275290569676756), ('Ethereum', 0.06136108497993852)]"
london,"[('Ethereum', 0.05771413305740963), ('Sweat Economy', 0.035340058086037275), ('PAX Gold', 0.03501002634456264), ('Polygon', 0.028467655646027195)]"
layer,"[('Chromia', 0.13278635916521161), ('BORA', 0.12792028841690065), ('Marlin', 0.09385465091965937), ('dYdX', 0.08120579895372268), ('LTO Network', 0.06636050045377204), ('Oasis Network', 0.06541212495008951), ('CLV', 0.06460883172878255), ('RAMP', 0.0639737549009008), ('IDEX', 0.06155145372409315), ('Locus Chain', 0.05980509306008432), ('Cosmos', 0.059528592817778336), ('Proton', 0.05784331444570578), ('Polygon', 0.05617503781852735), ('MetisDAO', 0.054537222625992275), ('Syscoin', 0.05402030060985875), ('Ethereum', 0.05314722910410947), ('Qtum', 0.048679056116299475), ('COTI', 0.04682639468306722), ('Injective', 0.04515687340883548), ('Fantom', 0.04358618178792383), ('Kava', 0.04164234411293916), ('Avalanche', 0.03971315111333131), ('Stacks', 0.037621602925751375), ('LATOKEN', 0.033278006068533386), ('ssv.network', 0.032483398162516476), ('Verasity', 0.032311187855638246), ('FUNToken', 0.032024722088291165), ('XDC Network', 0.030491789167315778), ('Hive', 0.02946878833035745), ('ImmutableX', 0.029204781760545896), ('Ambire AdEx', 0.028799773609308712), ('PIVX', 0.02806244995531299), ('eCash', 0.02762301632399278), ('Chia', 0.027296082224514313), ('Beta Finance', 0.02567161261813292), ('NuCypher', 0.024782339356927408), ('Decentraland', 0.02412361906169487), ('NvirWorld', 0.023970768554077065), ('Reef', 0.02360504851602988), ('Aptos', 0.02248031615777141), ('Shiba Inu', 0.020290239361794287)]"
base fee,"[('Ethereum', 0.05225983326974674), ('Polygon', 0.03222163400085382)]"
ethereum foundation,"[('Ethereum Name Service', 0.06693385262650416), ('ssv.network', 0.05027112956212623), ('Ethereum', 0.047000206545837954)]"
base,"[('Ampleforth', 0.0446265623931394), ('Ethereum', 0.0443119136588497), ('Stacks', 0.04391422371621491), ('Aavegotchi', 0.04202724501842143), ('Polygon', 0.032785460828160265), ('Linear Finance', 0.027297527872264617), ('FC Porto Fan Token', 0.02261753907521269), ('LTO Network', 0.022131432370296283)]"
chain,"[('Chain', 0.23997892002539625), ('CoinEx Token', 0.15892504818924405), ('Locus Chain', 0.15819385828875576), ('Synapse', 0.14889105631314506), ('Orbit Chain', 0.13562232520160858), ('Pirate Chain', 0.12061157253076492), ('Cronos', 0.1027831686940915), ('Bitcoin BEP2', 0.08989078870819696), ('StreamCoin', 0.08820636672620112), ('Venus', 0.07957768930999944), ('ONUS', 0.07897058037970195), ('Ardor', 0.07489019752190974), ('Reef', 0.07433221241375726), ('Vai', 0.06886150938987008), ('Ultiledger', 0.05950826465537656), ('Energy Web Token', 0.05885015753525981), ('Toko Token', 0.055881859607877185), ('Bitgert', 0.0556376905345555), ('Gnosis', 0.05512689935094984), ('Internet Computer', 0.054613592664368285), ('WhiteCoin', 0.05345924015881401), ('Trust Wallet Token', 0.0529760060902458), ('FIO Protocol', 0.0518473997622131), ('Phantasma', 0.04856626075825329), ('Metacraft', 0.048226073131107196), ('Shentu', 0.04787298681527725), ('Chromia', 0.047787858835925), ('Kunci Coin', 0.04583579307618544), ('EthereumPoW', 0.04521182113285761), ('Coin98', 0.04505551697837924), ('Ethereum', 0.04303553972191121), ('Ethereum Classic', 0.04252178429517938), ('LATOKEN', 0.04191692830646323), ('TerraKRW', 0.04183655079666931), ('Mina', 0.041790161917479335), ('Avalanche', 0.04168552308024477), ('BNB', 0.040382257550823246), ('BORA', 0.04028205256251428), ('PancakeSwap', 0.03896284131012945), ('Bitcicoin', 0.03885406609431193), ('BinaryX', 0.03871771797882186), ('Adshares', 0.03770582147044951), ('Function X', 0.037651090535805856), ('RichQUACK.com', 0.037552135935846144), ('Velas', 0.0370410055126096), ('Terra Classic', 0.03634208037303957), ('Centrifuge', 0.03521070106068816), ('BakeryToken', 0.03453750978323726), ('Komodo', 0.03453284287439847), ('Kadena', 0.03431388643889124), ('GXChain', 0.03391809755403549), ('Mdex', 0.03366136289963344), ('VITE', 0.03179333250872934), ('Automata Network', 0.031486965485146276), ('Frontier', 0.03148118898345123), ('VeChain', 0.031205349447934842), ('Pitbull', 0.031195406608454553), ('ssv.network', 0.030687031003098286), ('Qtum', 0.030658034334314195), ('Efinity Token', 0.030340564442653543), ('Cream Finance', 0.028639358233461983), ('Polymath', 0.028147277757394146), ('Polkadot', 0.028107104563546006), ('Biswap', 0.02741809476511252), ('Bitcoin Standard Hashrate Token', 0.026886363339615433), ('Osmosis', 0.026817119989504295), ('Paris Saint-Germain Fan Token', 0.026740174349415648), ('Splintershards', 0.02596927230141886), ('Dero', 0.02569629784476137), ('Kusama', 0.024713801042194124), ('YooShi', 0.0239509248406202), ('1inch Network', 0.023104708182575835), ('KILT Protocol', 0.023101271478203574), ('Klaytn', 0.022803184174877412), ('SafePal', 0.022404695314679854), ('Terra', 0.02153574492564451), ('S.S. Lazio Fan Token', 0.020980231844258967), ('Rocket Pool', 0.020772481877257682), ('VIDT DAO', 0.020482251793799686), ('Alpine F1 Team Fan Token', 0.01975657389724631), ('Baby Doge Coin', 0.01724471325242313), ('Santos FC Fan Token', 0.01564520108514661)]"
proofofstake,"[('Algorand', 0.0695765190902577), ('Persistence', 0.06578136947785843), ('Orbs', 0.055325006101823344), ('Decred', 0.04818247798730957), ('TomoChain', 0.04585254734923731), ('Qtum', 0.04538709198679787), ('EthereumPoW', 0.04462197548329464), ('Polygon', 0.043646792759293146), ('Ethereum', 0.04247408642838051), ('Injective', 0.04210309999327912), ('Fantom', 0.04063862777937892), ('IRISnet', 0.03886076022727122), ('Theta Fuel', 0.035171955963398976), ('Solana', 0.034084210109443874), ('Harmony', 0.03383215202282429), ('Cosmos', 0.033301751516424394), ('Toncoin', 0.031748166460601523), ('OMG Network', 0.031163124549768283), ('Celo', 0.03012753891469255), ('Hive', 0.02747593551308744), ('Osmosis', 0.026467256587339286), ('Ankr', 0.02591568258755633), ('eCash', 0.025754985467561), ('Theta Network', 0.025427062272561123), ('Kusama', 0.024391378108022402), ('Casper', 0.023960937850249643), ('BitShares', 0.023675647995388908), ('KILT Protocol', 0.022799886040958076), ('Stratis', 0.02245216325424454), ('Aptos', 0.020960064938552316), ('BORA', 0.019878261003680224)]"
issuance,"[('Dai', 0.07156709046757448), ('Ethereum', 0.04018053801740242), ('The Graph', 0.0370995815268367), ('Tether', 0.03115919917952288)]"
fees,"[('GMX', 0.11928640479002371), ('Bancor', 0.08875414801216314), ('ImmutableX', 0.07600936556679172), ('StreamCoin', 0.06075187245473239), ('Efinity Token', 0.05851152558464952), ('TomoChain', 0.05688580171700849), ('Celo', 0.05606545232490222), ('Bitcoin Cash', 0.05182376727672985), ('Biswap', 0.050357683024320615), ('Bitcoin SV', 0.0499900154865941), ('Centrifuge', 0.04850253103657714), ('ONUS', 0.045325626756210345), ('Biconomy', 0.044369765355340665), ('Metahero', 0.041254644296324056), ('PancakeSwap', 0.040253311415056406), ('Ethereum', 0.03952079979776943), ('Toncoin', 0.039387558741300725), ('Injective', 0.03917560860327363), ('SKALE', 0.038026653867360795), ('Synthetix', 0.03775086467361331), ('BNB', 0.037084212870589106), ('Kyber Network Crystal v2', 0.0350516945667972), ('Mina', 0.034539419512254), ('Spell Token', 0.03223318736421365), ('NvirWorld', 0.03119357173908466), ('RichQUACK.com', 0.031036706180525186), ('Stellar', 0.029117063246405842), ('Bitgert', 0.028740220273922295), ('Splintershards', 0.026829388464019565), ('Filecoin', 0.026785080998084434), ('Litecoin', 0.024500341702877026), ('Polygon', 0.024367179664194053)]"
million,"[('DIA', 0.1145511998815233), ('Stratis', 0.09344887123245445), ('Anyswap', 0.08825740743869194), ('API3', 0.07826981933617964), ('KardiaChain', 0.07096535436899323), ('NEAR Protocol', 0.06884958906267744), ('Storj', 0.0682246852082262), ('Qtum', 0.06296902539948669), ('THORChain', 0.0627856334836885), ('Compound', 0.05932665275653441), ('DEXTools', 0.05601556007548476), ('Vulcan Forged PYR', 0.05497863658457775), ('Enjin Coin', 0.05314274613155559), ('Flamingo', 0.052389426920029875), ('UNUS SED LEO', 0.05228219836340704), ('Sweat Economy', 0.05011540523380682), ('Biswap', 0.05005729944408856), ('Neo', 0.04923720499930808), ('Osmosis', 0.048960097958767136), ('Utrust', 0.04646307998396426), ('BNB', 0.04607875692510691), ('Splintershards', 0.044448918602171976), ('Aave', 0.04435906179290492), ('Automata Network', 0.04311438686873636), ('ConstitutionDAO', 0.0406209840743445), ('FTX Token', 0.039451648606009006), ('Ethereum', 0.039285058226197225), ('Aptos', 0.03877269369521781), ('Numeraire', 0.03811115472509838), ('Verasity', 0.037152258917325924), ('eCash', 0.035731884619133486), ('Kadena', 0.035238919155153633), ('Guild of Guardians', 0.035184484149189565), ('Arweave', 0.03510538865980083), ('Basic Attention Token', 0.035040593829480715), ('MyNeighborAlice', 0.03451011219436555), ('KuCoin Token', 0.03386768409390319), ('Verge', 0.03354688779378621), ('Venus', 0.032689176903851924), ('Civic', 0.03259015529244936), ('Radicle', 0.031874993508928515), ('Nexo', 0.03182532536623401), ('1inch Network', 0.03163675227905835), ('Huobi Token', 0.030951570054744956), ('Metahero', 0.030756420256712862), ('S.S. Lazio Fan Token', 0.02872775506918497), ('Presearch', 0.028336731182222834), ('Kyber Network Crystal v2', 0.026131958406011836), ('Polygon', 0.02422182943701713), ('Bitcoin Cash', 0.01931798943896373)]"
london hard,"[('Ethereum', 0.039194874952310055), ('Polygon', 0.03222163400085382)]"
early,"[('Waves', 0.049030288027927395), ('0x', 0.043026189538739296), ('Ethereum', 0.03893349892874363), ('Chromia', 0.03890955490592671), ('Qtum', 0.0374433119404175), ('DAO Maker', 0.03272207140470425), ('Litecoin', 0.028963503744577148), ('Arweave', 0.027832986351397096), ('Illuvium', 0.026493885533307598), ('Dash', 0.022950229421343837)]"
consensus,"[('XDC Network', 0.08586033670689927), ('Fantom', 0.0736393175922389), ('Decred', 0.07275764038570219), ('Solana', 0.07205609856092307), ('IRISnet', 0.07041772866415438), ('Cosmos', 0.07040193338246024), ('Avalanche', 0.06709579108472034), ('Velas', 0.06624456922525), ('NKN', 0.06615570736351302), ('Radix', 0.06457971420765164), ('Hedera', 0.0621503403208059), ('e-Radix', 0.06159943483330797), ('Harmony', 0.06130562776782178), ('Dero', 0.05744445101626817), ('Oasis Network', 0.05525724032240704), ('Casper', 0.05427308968641431), ('FUNToken', 0.05410610849414334), ('Aion', 0.04960513507906354), ('Dusk Network', 0.049460365402569303), ('Chia', 0.04611702116361551), ('Zilliqa', 0.043580789088122955), ('Helium', 0.04313340288816134), ('Kaspa', 0.04177898409355065), ('Constellation', 0.039053567603444174), ('Ethereum', 0.038482632299002284), ('Injective', 0.038146508893640824), ('Aptos', 0.0379807331867443), ('Numeraire', 0.03733270663191562), ('Chainlink', 0.035604668525931776), ('XRP', 0.03517920393573005), ('StormX', 0.035166732875923035), ('ABBC Coin', 0.03453662838083241), ('Mina', 0.03363210733873038), ('WEMIX', 0.03354974762144251), ('SwissBorg', 0.033362480898487895), ('Kusama', 0.033148838995502417), ('Venus', 0.032021476656717736), ('Algorand', 0.03151907228551765), ('Dent', 0.030412752137941566), ('Orbs', 0.03007554081729127), ('Energy Web Token', 0.02960108797609131), ('Stellar', 0.028352190347156667), ('BNB', 0.02708253885231381), ('BORA', 0.02701533593564532), ('NEAR Protocol', 0.02529123227253102), ('Theta Network', 0.02303758291608562)]"
execution,"[('Oasis Network', 0.08049981256691636), ('WOO Network', 0.06621897057946606), ('Automata Network', 0.04101795487694358), ('Synapse', 0.040129621029773965), ('MultiversX (Elrond)', 0.038569944737388805), ('Ethereum', 0.037374826889367926), ('iExec RLC', 0.034815811996121195), ('Kava', 0.025623696665537304)]"
ethereum network,"[('Mdex', 0.06577580166457757), ('HEX', 0.0596884607962416), ('Linear Finance', 0.04317012180636057), ('renBTC', 0.041724604040328725), ('Wrapped Bitcoin', 0.03777090253821399), ('Ethereum', 0.037374826889367926), ('Cream Finance', 0.03730838731598111), ('Gemini Dollar', 0.03604331795471621), ('Loom Network', 0.03299533680928504), ('OMG Network', 0.027421811351807115)]"
high,"[('TrueFi', 0.059457804475488776), ('MARBLEX', 0.0494239354173047), ('Reef', 0.046052532781604115), ('Zilliqa', 0.03774366304501869), ('Ethereum', 0.03703149272293407), ('yearn.finance', 0.03583174747500811), ('Utrust', 0.03503820100567186), ('Locus Chain', 0.035003224078773994), ('Tether', 0.0344606134592585), ('Stellar', 0.032739670894515016), ('Kaspa', 0.032162834047545365), ('Numeraire', 0.0287399436343248), ('Litecoin', 0.027548558636124452), ('WEMIX', 0.025827697549305823), ('Bitcoin BEP2', 0.02531447769976214), ('Verge', 0.025297991395298654), ('Casper', 0.025068724116264242), ('Venus', 0.02465118436966361), ('IDEX', 0.024016899083763785), ('1inch Network', 0.023857542072175737), ('Klaytn', 0.023546193335693483), ('RichQUACK.com', 0.023265431164332464), ('Lisk', 0.022015791040877412), ('Aptos', 0.021929111818888035), ('BORA', 0.020797292832474067)]"
beacon chain,"[('ssv.network', 0.05250514888849634), ('Ethereum', 0.036816650987963113)]"
months,"[('CLV', 0.109200480219947), ('MultiversX (Elrond)', 0.06306171524753863), ('Cult DAO', 0.057287875820238816), ('RACA', 0.05242484367290545), ('Enjin Coin', 0.04959795774025508), ('Perpetual Protocol', 0.04432701209905218), ('Splintershards', 0.037335632277560434), ('Ethereum', 0.03666462122418277)]"
